Chapter,ChapterTitle,SubChapter,SubChapterTitle,Section,SectionTitle,Subsection,Point,Subpoint,Text,law_name,global_index
2.0,Entry into and residence in the federal territory,0,,16g,Temporary residence permit for vocational training by foreigners who are required to leave the country,(2),3.0,b),"before applying for a temporary residence permit or by 30 June 2020 at the latest, and the foreigner entered the federal territory after 1 January 2017 and before 1 January 2020, or",aufenthg,904
2.0,Entry into and residence in the federal territory,0,,16g,Temporary residence permit for vocational training by foreigners who are required to leave the country,(2),3.0,c),"during the first six months after entry, if the foreigner entered the federal territory after 31 December 2019; the foreigner will be deemed to have met the deadline if he or she took all necessary and reasonable measures to verify his or her identity within the time periods given in (a) to (c), but his or her identity was unable to be verified until after these periods for reasons beyond the foreigner’s control,",aufenthg,905
2.0,Entry into and residence in the federal territory,0,,16g,Temporary residence permit for vocational training by foreigners who are required to leave the country,(2),4.0,0,"any of the conditions listed in section 19d (1) no. 6 or 7 applies, or the foreigner is subject to an expulsion order or a deportation order pursuant to section 58a, or",aufenthg,906
2.0,Entry into and residence in the federal territory,0,,16g,Temporary residence permit for vocational training by foreigners who are required to leave the country,(2),5.0,0,"in the case of subsection (1) sentence 1 no. 2, at the time of application concrete measures to terminate residence are imminent which are close enough to the termination of residence in terms of content and timing; such concrete measures to terminate residence are imminent if",aufenthg,907
2.0,Entry into and residence in the federal territory,0,,16g,Temporary residence permit for vocational training by foreigners who are required to leave the country,(2),5.0,a),"a medical examination to determine the ability to travel has been carried out,",aufenthg,908
2.0,Entry into and residence in the federal territory,0,,16g,Temporary residence permit for vocational training by foreigners who are required to leave the country,(2),5.0,b),"the foreigner has applied for government funds to assist with voluntary departure,",aufenthg,909
2.0,Entry into and residence in the federal territory,0,,16g,Temporary residence permit for vocational training by foreigners who are required to leave the country,(2),5.0,c),"the process of booking transport for the deportation has been initiated,",aufenthg,910
2.0,Entry into and residence in the federal territory,0,,16g,Temporary residence permit for vocational training by foreigners who are required to leave the country,(2),5.0,d),"similar concrete preparations to deport the foreigner have been initiated, unless it is foreseeable from the outset that such measures will be unsuccessful, or",aufenthg,911
2.0,Entry into and residence in the federal territory,0,,16g,Temporary residence permit for vocational training by foreigners who are required to leave the country,(2),5.0,e),"the process for determining the member state responsible in accordance with Article 20 (1) of Regulation (EU) No 604/2013 of the European Parliament and of the Council of 26 June 2013 (OJ L 180, 29.6.2019, p. 31) has been initiated.",aufenthg,912
2.0,Entry into and residence in the federal territory,0,,16g,Temporary residence permit for vocational training by foreigners who are required to leave the country,(3),0,0,"An application for a temporary residence permit pursuant to subsection (1) may be made no earlier than seven months before the vocational training begins. A temporary residence permit pursuant to subsection (1) sentence 1 no. 2 is granted no earlier than six months before the vocational training begins. It is granted if, at the time of application for a residence permit pursuant to subsection (1),",aufenthg,913
2.0,Entry into and residence in the federal territory,0,,16g,Temporary residence permit for vocational training by foreigners who are required to leave the country,(3),1.0,0,"the entry of the training contract in the list of vocational training relationships at the responsible body has been applied for,",aufenthg,914
2.0,Entry into and residence in the federal territory,0,,16g,Temporary residence permit for vocational training by foreigners who are required to leave the country,(3),2.0,0,"the training contract has been entered in the list of vocational training relationships at the responsible body,",aufenthg,915
2.0,Entry into and residence in the federal territory,0,,16g,Temporary residence permit for vocational training by foreigners who are required to leave the country,(3),3.0,0,"if such entry is not necessary, the training contract was concluded with an educational institution, or",aufenthg,916
2.0,Entry into and residence in the federal territory,0,,16g,Temporary residence permit for vocational training by foreigners who are required to leave the country,(3),4.0,0,a state or state-recognised educational institution has approved the training contract. The temporary residence permit pursuant to subsection (1) is granted for the duration of vocational training as specified in the training contract. (3a) The temporary residence permit pursuant to subsection (1) only entitles the holder to pursue employment of up to 20 hours per week independent of the purpose referred to in subsection (1) for the duration of vocational training as specified in subsection (1).,aufenthg,917
2.0,Entry into and residence in the federal territory,0,,16g,Temporary residence permit for vocational training by foreigners who are required to leave the country,(4),0,0,"If the training ends earlier than planned or is discontinued, the educational institution is required to notify the competent foreigners authority immediately, generally within two weeks, in written or electronic form. The notification is to include the facts to be notified and when they arose, as well as the surnames, given names and the nationality of the foreigner.",aufenthg,918
2.0,Entry into and residence in the federal territory,0,,16g,Temporary residence permit for vocational training by foreigners who are required to leave the country,(5),0,0,"If the training relationship ends earlier than planned or is discontinued, the temporary residence permit pursuant to subsection (1) is extended one time for six months for the purpose of seeking another training place in order to begin vocational training in accordance with subsection (1). The temporary residence permit pursuant to subsection (1) is granted for six months for the purpose of seeking employment commensurate with the acquired vocational qualification if, after successfully completing the vocational training for which the temporary residence permit pursuant to subsection (1) was granted, the foreigner is not kept on in the training enterprise; the temporary residence permit referred to sentence 1 or 2 granted to enable the foreigner to seek employment or training may not be extended for this purpose.",aufenthg,919
2.0,Entry into and residence in the federal territory,0,,16g,Temporary residence permit for vocational training by foreigners who are required to leave the country,(6),0,0,A temporary residence permit as referred to in subsection (1) sentence 1 may be granted without regard to subsection (2) no. 3 if the foreigner has taken the necessary and reasonable measures to verify his or her identity.,aufenthg,920
2.0,Entry into and residence in the federal territory,0,,16g,Temporary residence permit for vocational training by foreigners who are required to leave the country,(7),0,0,The temporary residence permit pursuant to subsection (1) or subsection (5) is revoked if any of the conditions listed in subsection (2) no. 4 occurs or if the training ends earlier than planned or is discontinued.,aufenthg,921
2.0,Entry into and residence in the federal territory,0,,16g,Temporary residence permit for vocational training by foreigners who are required to leave the country,(8),0,0,"After the vocational training has been completed successfully, a temporary residence permit for two years is to be granted for employment commensurate to the vocational qualification acquired with approval from the Federal Employment Agency if the requirements of section 19d (1) nos. 2, 3, 6 and 7 are met. The residence permit entitles the holder to take up any employment after he or she has been in an employed position commensurate with his or her vocational qualification for a period of two years.",aufenthg,922
2.0,Entry into and residence in the federal territory,0,,16g,Temporary residence permit for vocational training by foreigners who are required to leave the country,(9),0,0,A temporary residence permit issued pursuant to subsection (8) is revoked if the employment relationship on which the granting of the temporary residence permit was based is terminated for reasons relating to the person of the foreigner or if any of the conditions listed in subsection (2) no. 4 occurs.,aufenthg,923
2.0,Entry into and residence in the federal territory,0,,16g,Temporary residence permit for vocational training by foreigners who are required to leave the country,(10),0,0,"The temporary residence permit is granted in derogation from section 5 (2) and section 10 (3) sentence 1. Section 5 no. 1a does not apply. For as long as the foreigner receives educational and training assistance in accordance with Book Three of the Social Code, claiming pubic benefits for the purpose of ensuring his or her subsistence does not preclude the granting of the temporary residence permit. The temporary residence permit pursuant to subsection (1) in conjunction with subsection (5) is granted in derogation from section 5 (1) no. 1. Section 3 may be disregarded in the cases referred to in subsection (6).",aufenthg,924
2.0,Entry into and residence in the federal territory,0,,17,Seeking a vocational training place or a place in higher education,(1),0,0,"A foreigner may be granted a temporary residence permit to seek a training place in order to pursue quality vocational training, if",aufenthg,925
2.0,Entry into and residence in the federal territory,0,,17,Seeking a vocational training place or a place in higher education,(1),1.0,0,"the foreigner is not yet 35 years of age,",aufenthg,926
2.0,Entry into and residence in the federal territory,0,,17,Seeking a vocational training place or a place in higher education,(1),2.0,0,the foreigner’s subsistence is secure;,aufenthg,927
2.0,Entry into and residence in the federal territory,0,,17,Seeking a vocational training place or a place in higher education,(1),3.0,0,"the foreigner has a school-leaving certificate issued by a German school abroad or a school-leaving certificate entitling the holder to access to higher education in the federal territory or in the country where the school-leaving certificate was acquired, and",aufenthg,928
2.0,Entry into and residence in the federal territory,0,,17,Seeking a vocational training place or a place in higher education,(1),4.0,0,"the foreigner has a sufficient command of the German language. The temporary residence permit is granted for up to nine months. It may only be issued anew if the foreigner, after leaving Germany, stayed abroad for at least as long as he or she stayed in the federal territory on the basis of a temporary residence permit pursuant to sentence 1.",aufenthg,929
2.0,Entry into and residence in the federal territory,0,,17,Seeking a vocational training place or a place in higher education,(2),0,0,"A foreigner may be issued a temporary residence permit for the purpose of applying for a course of study, if",aufenthg,930
2.0,Entry into and residence in the federal territory,0,,17,Seeking a vocational training place or a place in higher education,(2),1.0,0,"the foreigner meets the educational and linguistic requirements to take up a course of study or if they are to be met within the period of residence under sentence 2, and",aufenthg,931
2.0,Entry into and residence in the federal territory,0,,17,Seeking a vocational training place or a place in higher education,(2),2.0,0,the foreigner’s subsistence is secure. The temporary residence permit is granted for up to nine months.,aufenthg,932
2.0,Entry into and residence in the federal territory,0,,17,Seeking a vocational training place or a place in higher education,(3),0,0,"The temporary residence permit pursuant to subsections (1) and (2) only entitles the foreigner to pursue employment of up to 20 hours per week and to pursue probationary employment for up to two weeks. As a general rule, foreigners staying in Germany pursuant to subsections (1) and (2) are to be granted a temporary residence permit for another purpose of residence only in accordance with sections 16a, 16b or 19c (2) or if they are legally entitled to one. Division 4 Residence for the purpose of economic activity",aufenthg,933
2.0,Entry into and residence in the federal territory,0,,18,Principle of skilled immigration; general provisions,(1),0,0,"The admission of foreign employees is geared to the requirements associated with making Germany an attractive place to conduct business and research, giving due consideration to the labour market situation. The opportunities given to foreign workers and skilled workers serve to guarantee the supply of labour and to strengthen the social security systems. They are intended to promote the lasting integration of skilled workers and experienced workers in society and the labour market, with due consideration of public security interests.",aufenthg,934
2.0,Entry into and residence in the federal territory,0,,18,Principle of skilled immigration; general provisions,(2),0,0,A residence title to take up employment is granted subject to the following conditions:,aufenthg,935
2.0,Entry into and residence in the federal territory,0,,18,Principle of skilled immigration; general provisions,(2),1.0,0,"the foreigner has a concrete job offer,",aufenthg,936
2.0,Entry into and residence in the federal territory,0,,18,Principle of skilled immigration; general provisions,(2),2.0,0,"the Federal Employment Agency has given its approval under section 39; this does not apply if it has been determined by law, intergovernmental agreement or pursuant to the Ordinance on the Employment of Foreigners that employment is permissible without the approval of the Federal Employment Agency; in this case, the residence title may also be denied if one of the conditions stipulated in section 40 (2) or (3) exists,",aufenthg,937
2.0,Entry into and residence in the federal territory,0,,18,Principle of skilled immigration; general provisions,(2),3.0,0,"the authorisation to work in the occupation has been granted or promised, if necessary,",aufenthg,938
2.0,Entry into and residence in the federal territory,0,,18,Principle of skilled immigration; general provisions,(2),4.0,0,"the equivalence of the qualification has been established or the foreigner has a foreign higher education qualification which is recognised or otherwise comparable to a German higher education qualification to the extent that this is a condition for being granted the residence title, 4a.  the foreigner and the employer provide assurances that the job will in fact be performed, and",aufenthg,939
2.0,Entry into and residence in the federal territory,0,,18,Principle of skilled immigration; general provisions,(2),5.0,0,"where a foreigner who is 45 years of age or older and has been granted a residence title for the first time under sections 18a or 18b, has a salary corresponding to at least 55 per cent of the annual earnings ceiling of the general pension scheme, unless the foreigner can prove that he or she possesses adequate provision for old age. The conditions of sentence 1 may be waived if there is a public interest, and in particular a regional, economic or labour market interest in the foreigner’s employment, in particular if the salary is only slightly below the minimum level or the foreigner’s age is only slightly above the age limit. The Federal Ministry of the Interior, Building and Community announces the minimum salaries in the Federal Gazette annually by 31 December for the following calendar year.",aufenthg,940
2.0,Entry into and residence in the federal territory,0,,18,Principle of skilled immigration; general provisions,(3),0,0,"For the purposes of this Act, a skilled worker means a foreigner who",aufenthg,941
2.0,Entry into and residence in the federal territory,0,,18,Principle of skilled immigration; general provisions,(3),1.0,0,"has successfully completed quality vocational training in Germany or has a foreign quality vocational qualification which is equivalent to one acquired in Germany (skilled worker with vocational training qualification), or",aufenthg,942
2.0,Entry into and residence in the federal territory,0,,18,Principle of skilled immigration; general provisions,(3),2.0,0,"has a German higher education qualification, a recognised foreign higher education qualification or a foreign higher education qualification comparable to a German one (skilled worker holding a higher education qualification).",aufenthg,943
2.0,Entry into and residence in the federal territory,0,,18,Principle of skilled immigration; general provisions,(4),0,0,"Residence titles under sections 18a, 18b, 18g and 19c are granted for a period of four years or for a shorter period plus an additional three months, but not to exceed four years, if the employment relationship or the approval by the Federal Employment Agency is limited to a shorter period.",aufenthg,944
2.0,Entry into and residence in the federal territory,0,,18a,Skilled workers with a vocational training qualification,0,0,0,Skilled workers with a vocational training qualification are granted a temporary residence permit to take up any skilled employment.,aufenthg,945
2.0,Entry into and residence in the federal territory,0,,18b,Skilled workers holding a university degree,0,0,0,Skilled workers with a university degree are granted a temporary residence permit to take up any skilled employment.,aufenthg,946
2.0,Entry into and residence in the federal territory,0,,18c,Permanent settlement permit for skilled workers,(1),0,0,"Skilled workers are to be granted a permanent settlement permit without the consent of the Federal Employment Agency, if",aufenthg,947
2.0,Entry into and residence in the federal territory,0,,18c,Permanent settlement permit for skilled workers,(1),1.0,0,"they have held a residence title pursuant to sections 18a, 18b, 18d or 18g for three years,",aufenthg,948
2.0,Entry into and residence in the federal territory,0,,18c,Permanent settlement permit for skilled workers,(1),2.0,0,"they have a job in compliance with the requirements stipulated in sections 18a, 18b,18d or 18g,",aufenthg,949
2.0,Entry into and residence in the federal territory,0,,18c,Permanent settlement permit for skilled workers,(1),3.0,0,"they have paid compulsory or voluntary contributions into the statutory pension insurance scheme for at least 36 months or furnish evidence of an entitlement to comparable benefits from an insurance or pension scheme or from an insurance company, and",aufenthg,950
2.0,Entry into and residence in the federal territory,0,,18c,Permanent settlement permit for skilled workers,(1),4.0,0,"they have a sufficient command of the German language, and",aufenthg,951
2.0,Entry into and residence in the federal territory,0,,18c,Permanent settlement permit for skilled workers,(1),5.0,0,"the requirements of section 9 (2) sentence 1 nos. 2, and 4 to 6, 8 and 9 are met; section 9 (2) sentences 2 to 4 and 6 applies accordingly. The period stipulated in sentence 1 no. 1 is reduced to two years and the period stipulated in sentence 1 no. 3 is reduced to 24 months if the skilled worker has successfully completed vocational training or a course of study in Germany.",aufenthg,952
2.0,Entry into and residence in the federal territory,0,,18c,Permanent settlement permit for skilled workers,(2),0,0,"In derogation from subsection (1), holders of an EU Blue Card are to be granted a permanent settlement permit if they have been employed in accordance with section 18g for at least 27 months and have paid mandatory or voluntary contributions to the statutory pension insurance scheme for that period, or if they furnish evidence of an entitlement to comparable benefits from an insurance or pension scheme or from an insurance company and if the requirements of section 9 (2) sentence 1 nos. 2 and 4 to 6, 8 and 9 are met and if they have basic German language skills. Section 9 (2) sentences 2 to 4 and 6 applies accordingly. The period referred to in sentence 1 is reduced to 21 months if the foreigner has a sufficient command of the German language.",aufenthg,953
2.0,Entry into and residence in the federal territory,0,,18c,Permanent settlement permit for skilled workers,(3),0,0,"As a general rule, a highly skilled worker holding a university degree is to be granted a permanent settlement permit in special cases without the consent of the Federal Employment Agency if there is reason to assume that integration into the way of life in the Federal Republic of Germany and the foreigner's subsistence without state assistance are assured and if the requirements of section 9 (2) sentence 1 no. 4 are met. The Land government may stipulate that granting the permanent settlement permit pursuant to sentence 1 requires the approval of the supreme Land authority or a body designated by it. Highly skilled workers as referred to in sentence 1 include in particular the following persons, provided that they have multiple years of work experience:",aufenthg,954
2.0,Entry into and residence in the federal territory,0,,18c,Permanent settlement permit for skilled workers,(3),1.0,0,scientists with special technical knowledge or,aufenthg,955
2.0,Entry into and residence in the federal territory,0,,18c,Permanent settlement permit for skilled workers,(3),2.0,0,teaching personnel in prominent positions or scientific personnel in prominent positions.,aufenthg,956
2.0,Entry into and residence in the federal territory,0,,18d,Research,(1),0,0,A foreigner is granted a temporary residence permit for research purposes in accordance with Directive 2016/801/EU without the consent of the Federal Employment Agency if,aufenthg,957
2.0,Entry into and residence in the federal territory,0,,18d,Research,(1),1.0,0,the foreigner,aufenthg,958
2.0,Entry into and residence in the federal territory,0,,18d,Research,(1),1.0,a),"has concluded an effective hosting agreement or an equivalent contract to carry out a research project with a research organisation which is recognised for the implementation of the special approval procedure for researchers in the federal territory, or",aufenthg,959
2.0,Entry into and residence in the federal territory,0,,18d,Research,(1),1.0,b),"has concluded an effective hosting agreement or an equivalent contract with a research organisation which conducts research, and",aufenthg,960
2.0,Entry into and residence in the federal territory,0,,18d,Research,(1),2.0,0,the research organisation has undertaken in writing to bear the costs incurred by public bodies up to six months after termination of the hosting agreement for,aufenthg,961
2.0,Entry into and residence in the federal territory,0,,18d,Research,(1),2.0,a),"the foreigner’s subsistence during an unlawful stay in a member state of the European Union, and",aufenthg,962
2.0,Entry into and residence in the federal territory,0,,18d,Research,(1),2.0,b),deporting the foreigner. In the cases covered by sentence 1 no. 1 (a) the temporary residence permit is to be granted within 60 days of the application being made.,aufenthg,963
2.0,Entry into and residence in the federal territory,0,,18d,Research,(2),0,0,"As a general rule, the requirement stipulated in subsection (1) sentence 1 no. 2 is to be waived if the activities of the research organisation are financed primarily from public funds. The requirement may be waived where there is a special public interest in the research project. Section 66 (5), section 67 (3) and section 68 (2) sentences 2 and 3 and subsection (4) apply accordingly to the declarations furnished pursuant to subsection (1) sentence 1 no. 2.",aufenthg,964
2.0,Entry into and residence in the federal territory,0,,18d,Research,(3),0,0,The research organisation may also submit the declaration pursuant to subsection (1) sentence 1 no. 2 to the body responsible for its recognition as a general declaration for all foreigners to whom a temporary residence permit is issued on the basis of a hosting agreement concluded with it.,aufenthg,965
2.0,Entry into and residence in the federal territory,0,,18d,Research,(4),0,0,"The temporary residence permit is granted for at least one year. If the foreigner takes part in a Union or multilateral programme that comprises mobility measures, the temporary residence permit is granted for at least two years. By way of derogation from sentences 1 and 2, where the research project is completed in a shorter period, the term of the temporary residence permit is limited to the duration of the research project; in the cases covered by sentence 2, the period is at least one year.",aufenthg,966
2.0,Entry into and residence in the federal territory,0,,18d,Research,(5),0,0,A temporary residence permit pursuant to subsection (1) entitles the holder to take up research at the research organisation specified in the hosting agreement and to take up teaching activities. Changes to the research project during the stay do not cause this entitlement to expire.,aufenthg,967
2.0,Entry into and residence in the federal territory,0,,18d,Research,(6),0,0,"A foreigner who has international protection status in a member state of the European Union may be granted a temporary residence permit for research purposes, if the requirements of subsection (1) are met and the foreigner has stayed in this member state for at least two years after being granted protection. Subsection (5) applies accordingly.",aufenthg,968
2.0,Entry into and residence in the federal territory,0,,18e,Short-term mobility for researchers,(1),0,0,"In derogation from section 4 (1), a foreigner does not require a residence title for stays for research purposes not exceeding 180 days in a 360-day period, if the host research organisation in the federal territory has notified the Federal Office for Migration and Refugees and the competent authority of the other member state that the foreigner intends to carry out part of the research in the federal territory, submitting the following to the Federal Office for Migration and Refugees at the same time:",aufenthg,969
2.0,Entry into and residence in the federal territory,0,,18e,Short-term mobility for researchers,(1),1.0,0,"evidence that the foreigner possesses a valid residence title for research purposes issued by another member state in accordance with Directive 2016/801/EU,",aufenthg,970
2.0,Entry into and residence in the federal territory,0,,18e,Short-term mobility for researchers,(1),2.0,0,"the hosting agreement or an equivalent contract concluded with the host research organisation in the federal territory,",aufenthg,971
2.0,Entry into and residence in the federal territory,0,,18e,Short-term mobility for researchers,(1),3.0,0,"a copy of the foreigner’s recognised and valid passport or passport substitute, and",aufenthg,972
2.0,Entry into and residence in the federal territory,0,,18e,Short-term mobility for researchers,(1),4.0,0,"evidence that the foreigner’s subsistence is secure. The host research organisation is to make the notification when the foreigner applies for a residence title in the scope of Directive 2016/801/EU in another member state of the European Union. If, at the time of application, the host research organisation is not yet aware of the foreigner’s intention to carry out part of the research in the federal territory, it must make the notification as soon as it becomes aware of this intention. If the residence title pursuant to sentence 1 no. 1 has been issued by a non-Schengen state, and if the foreigner enters the federal territory via a non-Schengen state, the foreigner must carry a copy of the notification and present it to the competent authorities at their request.",aufenthg,973
2.0,Entry into and residence in the federal territory,0,,18e,Short-term mobility for researchers,(2),0,0,"If the notification was made at the time referred to in subsection (1) sentence 2, and if the foreigner has not been denied entry and residence under section 19f (5), the foreigner may enter the federal territory at any time during the validity of the residence title and stay there for research purposes. If the notification was made at the time referred to in subsection (1) sentence 3, the foreigner may enter the federal territory at any time after the notification is received and during the validity of the residence title issued by the other member state as referred to in subsection (1) sentence 1 no. 1 and stay there for research purposes.",aufenthg,974
2.0,Entry into and residence in the federal territory,0,,18e,Short-term mobility for researchers,(3),0,0,Foreigners who fulfil the requirements stipulated in subsection (1) are entitled to take up research in the host research organisation and to take up teaching activities.,aufenthg,975
2.0,Entry into and residence in the federal territory,0,,18e,Short-term mobility for researchers,(4),0,0,"If a foreigner is denied entry and residence pursuant to section 19f (5), the foreigner must cease the research activities immediately. The exemption from the obligation to hold a residence title under subsection (1) sentence 1 ceases to exist.",aufenthg,976
2.0,Entry into and residence in the federal territory,0,,18e,Short-term mobility for researchers,(5),0,0,"If the foreigner is not denied entry and residence in line with section 19f (5), the Federal Office for Migration and Refugees issues the foreigner with a certificate confirming the entitlement to enter and stay in the federal territory for research purposes as part of short-term mobility.",aufenthg,977
2.0,Entry into and residence in the federal territory,0,,18e,Short-term mobility for researchers,(6),0,0,"Once a foreigner has been denied entry and residence under section 19f (5) or the Federal Office for Migration and Refugees has issued a certificate within the meaning of subsection (5), responsibility for further measures and decisions under residence law rests with the foreigners authority, as set out in section 71 (1). (4) The foreigner and the host research organisation are required to inform the foreigners authority of any changes to the requirements stipulated in subsection (1).",aufenthg,978
2.0,Entry into and residence in the federal territory,0,,18f,Temporary residence permit for mobile researchers,(1),0,0,"Foreigners are granted a temporary residence permit without the consent of the Federal Employment Agency for stays for research purposes which last more than 180 days but no more than one year, if",aufenthg,979
2.0,Entry into and residence in the federal territory,0,,18f,Temporary residence permit for mobile researchers,(1),1.0,0,"the foreigner holds a residence title issued by another member state in accordance with Directive 2016/801/EU for the duration of the procedure,",aufenthg,980
2.0,Entry into and residence in the federal territory,0,,18f,Temporary residence permit for mobile researchers,(1),2.0,0,"a copy of the foreigner’s recognised and valid passport or passport substitute is submitted, and",aufenthg,981
2.0,Entry into and residence in the federal territory,0,,18f,Temporary residence permit for mobile researchers,(1),3.0,0,the hosting agreement or an equivalent contract concluded with the host research organisation in the federal territory is submitted.,aufenthg,982
2.0,Entry into and residence in the federal territory,0,,18f,Temporary residence permit for mobile researchers,(2),0,0,"If the application for a temporary residence permit is filed at least 30 days prior to the beginning of the stay in the federal territory and if the residence title issued by the other member state continues to be valid, the foreigner’s residence and economic activity is permitted for up to 180 days in a 360-day period until the foreigners authority decides on the application.",aufenthg,983
2.0,Entry into and residence in the federal territory,0,,18f,Temporary residence permit for mobile researchers,(3),0,0,Section 18d (5) applies accordingly to the entitlement to take up research and teaching activities.,aufenthg,984
2.0,Entry into and residence in the federal territory,0,,18f,Temporary residence permit for mobile researchers,(4),0,0,The foreigner and the host research organisation are required to inform the foreigners authority of any changes to the requirements stipulated in subsection (1).,aufenthg,985
2.0,Entry into and residence in the federal territory,0,,18f,Temporary residence permit for mobile researchers,(5),0,0,"The application will be rejected if it was filed at the same time as a notification under section 18e (1) sentence 1. Applications which were filed during the stay pursuant to section 18e (1), but not in their entirety at least 30 days prior to the end of this stay, will also be rejected.",aufenthg,986
2.0,Entry into and residence in the federal territory,0,,18g,The EU Blue Card,(1),0,0,"Skilled workers holding a university degree are granted an EU Blue Card without the consent of the Federal Employment Agency for employment in Germany commensurate with their qualification, if they have a salary corresponding to at least 50 per cent of the annual earnings ceiling of the general pension scheme and if none of the reasons for refusal regulated in section 19f (1) and (2) exist. Skilled workers holding a university degree who",aufenthg,987
2.0,Entry into and residence in the federal territory,0,,18g,The EU Blue Card,(1),1.0,0,"are employed in occupations which belong to the groups 132, 133, 134, 21, 221, 222, 225, 226, 23 or 25 according to the Commission Recommendation of 29 October 2009 on the use of the International Standard Classification of Occupations (ISCO-08) (OJ L 292, 10.11.2009, p. 31) or",aufenthg,988
2.0,Entry into and residence in the federal territory,0,,18g,The EU Blue Card,(1),2.0,0,"have obtained a higher education qualification no more than three years prior to applying for an EU Blue Card, are granted an EU Blue Card in derogation from sentence 1 with the approval of the Federal Employment Agency if their salary is at least 45.3 per cent of the annual earnings ceiling of the general pension scheme. The requirements of section 18 (2) no. 3 are deemed to have been met if the skilled worker holds a temporary residence permit pursuant to section 18b and the same authorisation to work in an occupation is required for employment in the occupation with the EU Blue Card as for the temporary residence permit pursuant to section 18b. The requirements of section 18 (2) no. 4 are deemed to have been met if the skilled worker holds a temporary residence permit pursuant to section 18b and presented the same higher education qualification to be granted the residence permit that is required for the EU Blue Card. Sentences 1 to 4 apply accordingly to skilled workers who have successfully completed a programme of tertiary education which is equivalent to a higher education degree and takes at least three years of training to complete, if this qualification corresponds to the level of training that in the Federal Republic of Germany is classified as at least Level 6 of the International Standard Classification of Education (ISCED 2011) or Level 6 of the European Qualifications Framework.",aufenthg,989
2.0,Entry into and residence in the federal territory,0,,18g,The EU Blue Card,(2),0,0,"In derogation from section 18 (2) no. 4, a foreigner who does not meet the requirements of subsection (1) is granted an EU Blue Card with the approval of the Federal Employment Office for the purpose of employment in Germany in an occupation commensurate to his or her qualifications which belongs to Group 133 or 25 according to the Commission Recommendation of 29 October 2009 on the use of the International Standard Classification of Occupations (ISCO-08) (OJ L 292, 10.11.2009, p. 31) if",aufenthg,990
2.0,Entry into and residence in the federal territory,0,,18g,The EU Blue Card,(2),1.0,0,"their salary is at least 45.3 per cent of the annual earnings ceiling of the general pension scheme,",aufenthg,991
2.0,Entry into and residence in the federal territory,0,,18g,The EU Blue Card,(2),2.0,0,"none of the grounds for rejection referred to in section 19f (1) and (2) applies, and",aufenthg,992
2.0,Entry into and residence in the federal territory,0,,18g,The EU Blue Card,(2),3.0,0,"the foreigner has skills, knowledge and abilities",aufenthg,993
2.0,Entry into and residence in the federal territory,0,,18g,The EU Blue Card,(2),3.0,a),"based on at least three years of occupational experience gained within the past seven years in an occupation which belongs to Group 133 or 25 according to the Commission Recommendation of 29 October 2009 on the use of the International Standard Classification of Occupations (ISCO-08) (OJ L 292, 10.11.2009, p. 31),",aufenthg,994
2.0,Entry into and residence in the federal territory,0,,18g,The EU Blue Card,(2),3.0,b),"at a level which is comparable to a higher education qualification or qualification from a tertiary programme of education which is equivalent to higher education studies and fulfils all the requirements of subsection (1) sentence 5, and",aufenthg,995
2.0,Entry into and residence in the federal territory,0,,18g,The EU Blue Card,(2),3.0,c),required for employment in the occupation.,aufenthg,996
2.0,Entry into and residence in the federal territory,0,,18g,The EU Blue Card,(3),0,0,Granting an EU Blue Card requires that the concrete job offer under section 18 (2) no. 1 provides for employment of at least six months.,aufenthg,997
2.0,Entry into and residence in the federal territory,0,,18g,The EU Blue Card,(4),0,0,"In derogation from section 4a (3) sentence 4, a holder of an EU Blue Card does not need the permission of the foreigners authority to change jobs. During the first 12 months of employment, the competent foreigners authority may suspend all job changes by a holder of an EU Blue Card for 30 days and refuse job changes within this period if, following the job change, the requirements for granting an EU Blue Card are no longer met.",aufenthg,998
2.0,Entry into and residence in the federal territory,0,,18g,The EU Blue Card,(5),0,0,"For the purpose of granting an EU Blue Card, the subsistence of a foreigner is deemed to be secure if the foreigner possesses a temporary residence permit in accordance with section 18a or 18b and does not change jobs.",aufenthg,999
2.0,Entry into and residence in the federal territory,0,,18g,The EU Blue Card,(6),0,0,"In derogation from section 8 (1), the minimum salary level referred to in subsection (1) sentence 2 applies when extending an EU Blue Card if the applicant acquired a higher education qualification or qualification from a tertiary programme of education which is equivalent to higher education studies no more than three years prior to applying for the extension of the EU Blue Card, or if fewer than 24 months have elapsed since the first EU Blue Card was granted in accordance with subsection (1) sentence 2 no. 2. In all other cases, section 8 (1) remains unaffected.",aufenthg,1000
2.0,Entry into and residence in the federal territory,0,,18g,The EU Blue Card,(7),0,0,The Federal Ministry of the Interior and Community announces the minimum salaries referred to in subsections (1) and (2) in the Federal Gazette for each calendar year by 31 December for the following year.,aufenthg,1001
2.0,Entry into and residence in the federal territory,0,,18h,Short-term mobility for holders of an EU Blue Card,(1),0,0,"In derogation from section 4 (1), holders of a valid EU Blue Card issued by another member state of the European Union do not need a residence title or a work permit from the Federal Employment Agency to enter and stay for the purpose of conducting business activities which are directly related to their obligations stated in the work contract on the basis of which the EU Blue Card was granted if their stay does not exceed 90 days within a 180-day period. If the EU Blue Card was issued by a member state of the European Union that is not a Schengen state, in addition to the EU Blue Card, the foreigner must have evidence of the business purpose of the stay and present it on request during the border check.",aufenthg,1002
